0.0       7.20000       
0.2       7.20000       
1.1       7.20000       
3.0       7.08109       
3.2       6.73897       
6.1       6.60445       
6.3       6.53667       
7.1       6.53667       
8.5       6.53667       
8.8       6.53667       
9.3       6.53667       
9.6       6.53667       
