0.0       7.50143       
0.2       7.37301       
1.1       7.23458       
3.0       7.08109       
3.2       6.73897       
6.1       6.60445       
6.3       6.48256       
7.1       6.30198       
8.5       6.32048       
8.8       6.41722       
9.3       6.46296       
9.6       6.53667       
