0       13       1       1       
0.2       13       1       1       
1.1       13       1       1       
3       11       3       1       
3.2       9       4       2       
6.1       9       2       4       
6.3       9       2       4       
7.1       9       2       4       
8.5       9       2       4       
8.8       9       2       4       
9.3       9       2       4       
9.6       9       2       4       
