0.1 7.50143
0.3 7.37301
1.2 7.23458
3.1 7.08109
3.3 6.73897
6.2 6.60445
6.4 6.48256
7.2 6.30198
8.6 6.32048
8.9 6.41722
9.4 6.46296
9.7 6.53667

