0 -0.382519
0.2 -0.354013
1.1 -0.328604
3 -0.308765
3.2 -0.296344
6.1 -0.262442
6.3 -0.216803
7.1 -0.132597
8.5 -0.126437
8.8 -0.0382514
9.3 0.047619
