0       -0.454422       1.45442       
0.2       -0.260823       1.26082       
1.1       -0.052136       1.05214       
3       0.179256       0.820744       
3.2       0.695018       0.304982       
6.1       0.897815       0.102185       
6.3       1.08157       -0.0815747       
7.1       1.3538       -0.353799       
8.5       1.32591       -0.325905       
8.8       1.18008       -0.180077       
9.3       1.11111       -0.111111       
9.6       1       0       
