15 4
0.0 7.0 0.0 0.0
7.5 7.0 9.0 6.5
7.5 7.0 9.0 6.5
10. 7.0 9.0 10.
8.0 6.0 8.0 9.5
8.0 6.0 8.0 9.5
10. 9.0 9.0 10.
8.6 7.0 9.0 8.3
6.0 8.0 6.0 0.0
4.6 6.0 9.0 1.5
6.8 7.0 8.0 5.7
9.0 8.0 6.0 10.
2.1 6.0 6.0 0.0
5.8 7.0 8.0 6.2
10. 8.0 6.0 8.5
6.3 6.0 9.0 3.1
