0       7.54987       
0.2       7.84565       
1.1       7.74893       
3       7.53332       
3.2       7.24801       
6.1       7.28547       
6.3       7.0332       
7.1       6.37349       
8.5       6.18549       
8.8       6.5049       
9.3       6.14667       
